t_idx,y=-6.00,y=-5.91,y=-5.81,y=-5.72,y=-5.62,y=-5.53,y=-5.43,y=-5.34,y=-5.24,y=-5.15,y=-5.06,y=-4.96,y=-4.87,y=-4.77,y=-4.68,y=-4.58,y=-4.49,y=-4.39,y=-4.30,y=-4.20,y=-4.11,y=-4.02,y=-3.92,y=-3.83,y=-3.73,y=-3.64,y=-3.54,y=-3.45,y=-3.35,y=-3.26,y=-3.17,y=-3.07,y=-2.98,y=-2.88,y=-2.79,y=-2.69,y=-2.60,y=-2.50,y=-2.41,y=-2.31,y=-2.22,y=-2.13,y=-2.03,y=-1.94,y=-1.84,y=-1.75,y=-1.65,y=-1.56,y=-1.46,y=-1.37,y=-1.28,y=-1.18,y=-1.09,y=-0.99,y=-0.90,y=-0.80,y=-0.71,y=-0.61,y=-0.52,y=-0.43,y=-0.33,y=-0.24,y=-0.14,y=-0.05,y=0.05,y=0.14,y=0.24,y=0.33,y=0.43,y=0.52,y=0.61,y=0.71,y=0.80,y=0.90,y=0.99,y=1.09,y=1.18,y=1.28,y=1.37,y=1.46,y=1.56,y=1.65,y=1.75,y=1.84,y=1.94,y=2.03,y=2.13,y=2.22,y=2.31,y=2.41,y=2.50,y=2.60,y=2.69,y=2.79,y=2.88,y=2.98,y=3.07,y=3.17,y=3.26,y=3.35,y=3.45,y=3.54,y=3.64,y=3.73,y=3.83,y=3.92,y=4.02,y=4.11,y=4.20,y=4.30,y=4.39,y=4.49,y=4.58,y=4.68,y=4.77,y=4.87,y=4.96,y=5.06,y=5.15,y=5.24,y=5.34,y=5.43,y=5.53,y=5.62,y=5.72,y=5.81,y=5.91,y=6.00
145,0.0,-1.3071357736945354e-08,-3.334810818230369e-08,-7.157511949178983e-08,-1.4708943371324635e-07,-2.9644905011030696e-07,-5.889397054358212e-07,-1.154552338715017e-06,-2.233928403557377e-06,-4.266235138075376e-06,-8.041336248419866e-06,-1.4958997229160516e-05,-2.7463036910313586e-05,-4.975607169392832e-05,-8.895561046303397e-05,-0.00015693044295883024,-0.0002731636701272717,-0.0004691309620285169,-0.0007948629677583158,-0.0013285773803423896,-0.0021905079754052604,-0.003562299567349141,-0.005713533278664013,-0.009037022902275663,-0.01409437572458514,-0.021672801991689607,-0.03285312026747874,-0.04908716263096393,-0.07228017156253412,-0.1048701979366937,-0.14989197631081688,-0.21100748191912777,-0.29247984139575506,-0.39906227845423803,-0.5357704747803886,-0.7075065692498268,-0.9185076381359595,-1.1716024770189415,-1.4672790394057367,-1.802591379602974,-2.169968568877382,-2.556026369531492,-2.9405212162075736,-3.295619291599799,-3.5856739461756666,-3.7677047587281356,-3.7927444055924133,-3.6081608417773463,-3.16097167780261,-2.4020498207504666,-1.2909849675482132,0.19876965796017831,2.074951951157942,4.322309157011271,6.899757778692735,9.739405996284741,12.747824680387657,15.809747969496915,18.794128039379476,21.56219078291145,23.97687619069288,25.912837434034014,27.266049633384988,27.962066253344435,27.962066253344435,27.266049633384988,25.912837434034014,23.97687619069288,21.562190782910655,18.794128039380272,15.809747969496517,12.747824680388055,9.73940599628514,6.899757778692735,4.322309157011669,2.0749519511577432,0.19876965796017831,-1.2909849675480143,-2.402049820750566,-3.1609716778025105,-3.6081608417773463,-3.792744405592438,-3.7677047587281978,-3.585673946175654,-3.295619291599774,-2.9405212162076233,-2.556026369531492,-2.1699685688773322,-1.8025913796030735,-1.4672790394057864,-1.1716024770189415,-0.9185076381359595,-0.7075065692498268,-0.5357704747803886,-0.39906227845423803,-0.29247984139575506,-0.21100748191912777,-0.14989197631081688,-0.1048701979366937,-0.07228017156253412,-0.04908716263086445,-0.03285312026747874,-0.021672801991590124,-0.01409437572458514,-0.009037022902176181,-0.005713533278664013,-0.003562299567448623,-0.0021905079754052604,-0.0013285773803423896,-0.0007948629677583158,-0.0004691309620285169,-0.00027316367002778953,-0.00015693044295883024,-8.895561046303397e-05,-4.975607169392832e-05,-2.7463036910313586e-05,-1.4958997229160516e-05,-8.041336248419866e-06,-4.266235237557527e-06,-2.233928403557377e-06,-1.154552338715017e-06,-5.889398049179721e-07,-2.9644905011030696e-07,-1.4708943371324635e-07,-7.157521897394074e-08,-3.334810818230369e-08,-1.3071357736945354e-08,0.0
146,0.0,-1.4004599794651828e-08,-3.567111588825229e-08,-7.639483073917958e-08,-1.5662141548504077e-07,-3.1489612483608983e-07,-6.240828695491829e-07,-1.2205436245582613e-06,-2.3561012393067243e-06,-4.4892297513810125e-06,-8.442578801479477e-06,-1.5670641303478008e-05,-2.8706998135785805e-05,-5.189885494874863e-05,-9.25923347864421e-05,-0.00016301081122263334,-0.00028317647161739043,-0.00048536764940900563,-0.000820784144241733,-0.0013693073781875218,-0.0022534801453967823,-0.00365806572088951,-0.00585673150634496,-0.009247464858077656,-0.014398163621515522,-0.022103314279787747,-0.03345161302470747,-0.04990262515163638,-0.07336795989824431,-0.10628886789815835,-0.151697675748065,-0.21324527809261284,-0.29517149642202756,-0.4021902882318744,-0.539258689865004,-0.7111984342456739,-0.9221439984492034,-1.1748019387374693,-1.46952490203536,-1.803230006028112,-2.1682244787803637,-2.5510390884609757,-2.9314077527175444,-3.281563898374968,-3.566043535614629,-3.7421841683081873,-3.76148104509928,-3.571903721792551,-3.1211862005695643,-2.3609878582564,-1.25169042544714,0.2325358649448253,2.098876686040779,4.331781105742094,6.890198746840706,9.706655563317637,12.688543806541603,15.721799829558021,18.676891780471834,21.416767049867254,23.80615229664157,25.721394206149817,27.059909576752236,27.748301418852147,27.748301418852147,27.059909576752236,25.721394206150613,23.80615229664157,21.416767049866856,18.676891780471834,15.721799829557225,12.688543806542398,9.706655563318035,6.890198746840706,4.331781105741895,2.098876686040978,0.23253586494462633,-1.2516904254465429,-2.3609878582563004,-3.1211862005698627,-3.571903721792352,-3.7614810450992553,-3.742184168308265,-3.5660435356145794,-3.2815638983750177,-2.931407752717594,-2.5510390884609757,-2.1682244787802643,-1.8032300060281616,-1.46952490203536,-1.1748019387374693,-0.9221439984492034,-0.7111984342455744,-0.539258689865004,-0.40219028823177494,-0.29517149642202756,-0.21324527809251337,-0.1516976757481645,-0.10628886789815835,-0.07336795989814483,-0.04990262515163638,-0.03345161302470747,-0.022103314279787747,-0.014398163621515522,-0.009247464858077656,-0.00585673150634496,-0.00365806572088951,-0.0022534801453967823,-0.0013693073781875218,-0.000820784144241733,-0.00048536764940900563,-0.00028317647161739043,-0.00016301081122263334,-9.25923347864421e-05,-5.189885494874863e-05,-2.8706998135785805e-05,-1.5670641303478008e-05,-8.442578801479477e-06,-4.4892297513810125e-06,-2.3561012393067243e-06,-1.2205436245582613e-06,-6.240828695491829e-07,-3.1489602535393894e-07,-1.5662141548504077e-07,-7.639483073917958e-08,-3.567111588825229e-08,-1.4004599794651828e-08,0.0
147,0.0,-1.499683476784918e-08,-3.8136979962910683e-08,-8.150005575968706e-08,-1.6669378430058974e-07,-3.3434190087487934e-07,-6.610385984521633e-07,-1.2897727559672418e-06,-2.4839659463205077e-06,-4.722071605394684e-06,-8.860582206806911e-06,-1.6410345910174674e-05,-2.9997150217194472e-05,-5.411637038911992e-05,-9.63478429866466e-05,-0.00016927656646430417,-0.000293473203522713,-0.0005020307622542358,-0.0008473328011091173,-0.001410941086415934,-0.0023177245542162087,-0.003755579737719741,-0.006002268162857998,-0.009460944809453972,-0.014705769091073009,-0.022538440136298923,-0.03405542050751262,-0.05072383684777925,-0.07446142257477276,-0.10771231145910275,-0.15350603986645606,-0.21548199962220005,-0.297856293138669,-0.40530328049887004,-0.5427212051575311,-0.7148515525722633,-0.9257267970556858,-1.1779324115140943,-1.471687535539455,-1.8037748057174725,-2.1663826268839843,-2.545960132199081,-2.9222220465455346,-3.267471813901844,-3.5464297025202507,-3.7167509016056233,-3.7303905479079993,-3.5359142380971713,-3.081763796999223,-2.32037376356999,-1.2129045948497734,0.2657705656527535,2.1222984590823444,4.340840628607398,6.880386002316606,9.673878473516876,12.629524816822343,15.634449496959359,18.560615980601348,21.272667570847005,23.637089486836256,25.53189422330609,26.855916026920383,27.53678949828887,27.53678949828887,26.855916026919587,25.53189422330609,23.63708948683586,21.272667570847403,18.560615980601348,15.634449496959359,12.629524816822741,9.673878473516478,6.880386002317004,4.340840628606801,2.1222984590819465,0.26577056565295243,-1.2129045948497734,-2.320373763570189,-3.0817637969991236,-3.535914238097271,-3.7303905479079495,-3.7167509016057054,-3.5464297025202507,-3.267471813901869,-2.9222220465455346,-2.5459601321991308,-2.166382626883885,-1.8037748057174228,-1.4716875355394052,-1.1779324115140943,-0.9257267970555864,-0.7148515525723628,-0.5427212051575311,-0.40530328049887004,-0.297856293138669,-0.21548199962210057,-0.15350603986645606,-0.10771231145910275,-0.07446142257477276,-0.050723836847878734,-0.03405542050751262,-0.022538440136298923,-0.014705769091073009,-0.009460944809453972,-0.006002268162857998,-0.003755579737719741,-0.0023177245542162087,-0.001410941086415934,-0.0008473328010096352,-0.0005020307622542358,-0.00029347320342323083,-0.00016927656646430417,-9.634784308612875e-05,-5.411637038911992e-05,-2.9997150217194472e-05,-1.6410345910174674e-05,-8.860582206806911e-06,-4.722071605394684e-06,-2.4839659463205077e-06,-1.2897727559672418e-06,-6.610385984521633e-07,-3.3434200035703023e-07,-1.6669378430058974e-07,-8.149995627753616e-08,-3.8136979962910683e-08,-1.499683476784918e-08,0.0
148,0.0,-1.6051146603215687e-08,-4.0753062085446355e-08,-8.690482153659092e-08,-1.7733260448343226e-07,-3.548317420874914e-07,-6.998847866689263e-07,-1.3623701540418045e-06,-2.6177377044911503e-06,-4.965107992305224e-06,-9.295896899143166e-06,-1.7178964208176735e-05,-3.1334786621465755e-05,-5.641053354385801e-05,-0.00010022490017003208,-0.00017573159306390722,-0.0003040591561050606,-0.0005191272603354854,-0.0008745177275090197,-0.0014534890586910872,-0.0023832530561566424,-0.003854853683234061,-0.006150153539631637,-0.009677468109141222,-0.015017187959384478,-0.02297815973482839,-0.034664499698021455,-0.05155072306599685,-0.07556044498937796,-0.10914036756339611,-0.15531685882440927,-0.21771739268326007,-0.30053394895180685,-0.40840097260613994,-0.5461577823098784,-0.7184657904291863,-0.9292560781507504,-1.1809941976521925,-1.4737675761611915,-1.804226805195537,-2.1644444484512575,-2.5407913059623985,-2.912966159852425,-3.2533451596285663,-3.526834345932492,-3.6914062850667837,-3.699473282049754,-3.5001914288041602,-3.042701881672748,-2.2802031821523587,-1.1746214210443966,0.2984811807264001,2.1452254344972497,4.349495737979407,6.8703262954018,9.641078990210724,12.570768281775534,15.547692814163172,18.4452910380218,21.129877026032805,23.469666968312417,25.344311997851054,26.654040060019906,27.32749975230665,27.32749975230665,26.65404006001911,25.34431199785185,23.469666968312417,21.129877026032407,18.445291038022198,15.547692814163172,12.570768281775932,9.641078990209929,6.8703262954018,4.3494957379796055,2.1452254344972497,0.29848118072659907,-1.1746214210443966,-2.2802031821523587,-3.0427018816726483,-3.5001914288041105,-3.699473282049754,-3.6914062850668397,-3.5268343459324423,-3.2533451596285663,-2.9129661598524748,-2.5407913059624483,-2.1644444484512078,-1.804226805195537,-1.4737675761611915,-1.1809941976521925,-0.9292560781507504,-0.7184657904292858,-0.5461577823098784,-0.40840097260613994,-0.3005339489519063,-0.21771739268326007,-0.15531685882440927,-0.10914036756339611,-0.07556044498937796,-0.05155072306599685,-0.03466449969792197,-0.02297815973482839,-0.015017187959384478,-0.009677468109141222,-0.006150153539631637,-0.003854853683234061,-0.0023832530561566424,-0.0014534890586910872,-0.0008745177275090197,-0.0005191272603354854,-0.0003040591561050606,-0.00017573159306390722,-0.00010022490017003208,-5.641053354385801e-05,-3.1334786621465755e-05,-1.7178964307658888e-05,-9.295896899143166e-06,-4.965107992305224e-06,-2.6177377044911503e-06,-1.3623701540418045e-06,-6.998848861510773e-07,-3.548317420874914e-07,-1.7733260448343226e-07,-8.690482153659092e-08,-4.0753062085446355e-08,-1.6051146603215687e-08,0.0
149,0.0,-1.7171017176033273e-08,-4.3527320827932274e-08,-9.262444832113158e-08,-1.885647362143146e-07,-3.7641260404915654e-07,-7.407018157774092e-07,-1.4384703186499824e-06,-2.757637463675828e-06,-5.218695356659352e-06,-9.749085350569495e-06,-1.797736596992962e-05,-3.272122270159901e-05,-5.878328630454871e-05,-0.00010422630287934282,-0.00018237980584304522,-0.00031493964588954224,-0.0005366641134717293,-0.0009023476902065072,-0.0014969617713788124,-0.002450077345344923,-0.003955899347161657,-0.006300397504101463,-0.009897039512386222,-0.01533241527721292,-0.023422452323797395,-0.03527880658423611,-0.05238320824064216,-0.07666491194143074,-0.11057287518445381,-0.1571299238170474,-0.21995120589335096,-0.30320418546123873,-0.4114830880386684,-0.5495681909555068,-0.7220410233377104,-0.9327318955692625,-1.1839876078263631,-1.4757656651581372,-1.8045870302434555,-2.1624113698766125,-2.5355343961252514,-2.90364212523111,-3.239186017635773,-3.507259318784843,-3.66615159768476,-3.6687295742677497,-3.4647343058437623,-3.003997867260546,-2.240471789607721,-1.1368349160923081,0.3306750277707586,2.16766564380186,4.357754297210053,6.860026230572239,9.608261258193277,12.512274706510254,15.4615256354271,18.33090745878504,20.988380309498154,23.303864267203288,25.15862245371527,26.454253232561484,27.120401958631543,27.12040195863234,26.45425323256228,25.158622453714475,23.303864267204084,20.98838030949736,18.330907458785436,15.461525635426701,12.51227470651105,9.608261258192481,6.860026230571841,4.357754297209854,2.16766564380186,0.3306750277703606,-1.1368349160921092,-2.2404717896076214,-3.0039978672606455,-3.464734305843812,-3.668729574267725,-3.6661515976847943,-3.507259318784818,-3.2391860176358227,-2.9036421252310602,-2.5355343961252514,-2.1624113698766623,-1.8045870302434555,-1.4757656651581372,-1.1839876078262637,-0.9327318955692625,-0.7220410233378098,-0.5495681909555068,-0.4114830880386684,-0.30320418546123873,-0.21995120589335096,-0.15712992381694793,-0.11057287518445381,-0.07666491194143074,-0.05238320824064216,-0.03527880658423611,-0.023422452323797395,-0.01533241527721292,-0.009897039512485703,-0.006300397504101463,-0.003955899347261139,-0.0024500773454444054,-0.0014969617712793301,-0.0009023476902065072,-0.0005366641133722471,-0.00031493964588954224,-0.00018237980584304522,-0.00010422630287934282,-5.878328620506655e-05,-3.272122270159901e-05,-1.797736596992962e-05,-9.749085350569495e-06,-5.218695356659352e-06,-2.757637463675828e-06,-1.4384703186499824e-06,-7.407019152595601e-07,-3.7641250456700565e-07,-1.885647362143146e-07,-9.262444832113158e-08,-4.3527320827932274e-08,-1.7171017176033273e-08,0.0
150,0.0,-1.835982887943295e-08,-4.646801320889415e-08,-9.867465429315318e-08,-2.0041823345979393e-07,-3.991332330138217e-07,-7.835725544093215e-07,-1.5182120273922978e-06,-2.9038923416250725e-06,-5.483198598986613e-06,-1.0220722567918173e-05,-1.8806437879844403e-05,-3.415779529873819e-05,-6.123659792036931e-05,-0.00010835487740248625,-0.00018922515086071623,-0.00032612001347594757,-0.0005546482982467289,-0.000930831430499216,-0.0015413696205628436,-0.0025182089520607884,-0.004058728239786352,-0.0064530094970241154,-0.010119663177542875,-0.015651445323936728,-0.023871296238480524,-0.03589829618191964,-0.05322121592594959,-0.07777470767310236,-0.11200967337358579,-0.1589450271229534,-0.2221831903483301,-0.30586672847326546,-0.4145493563886489,-0.552952208626163,-0.7255771359908597,-0.9361543125652566,-1.1869129608059694,-1.477682448499533,-1.8048565056208958,-2.1602848084989663,-2.5301911701998474,-2.8942519459249123,-3.224996431141327,-3.4877064287029658,-3.6409880720366807,-3.6381597111742665,-3.4295418560550335,-2.96564916531803,-2.2011752919394496,-1.0995391583345913,0.3623593227146918,2.189626988028569,4.365624023510403,6.84949226969183,9.575429306708916,12.454044532870512,15.375943827556274,18.21745585555355,20.848162525747973,23.139661222942035,24.974800918507963,26.256527571944616,26.915466401709498,26.915466401709498,26.256527571944616,24.974800918507167,23.139661222942035,20.84816252574877,18.217455855553947,15.375943827556274,12.454044532869716,9.575429306709712,6.849492269691432,4.365624023510801,2.189626988028569,0.3623593227150897,-1.0995391583345913,-2.20117529193935,-2.96564916531803,-3.429541856054934,-3.6381597111742416,-3.640988072036628,-3.487706428703053,-3.2249964311412773,-2.8942519459249123,-2.5301911701998474,-2.1602848084989166,-1.804856505620846,-1.477682448499533,-1.18691296080587,-0.9361543125653561,-0.7255771359908597,-0.5529522086259641,-0.4145493563886489,-0.30586672847326546,-0.2221831903483301,-0.1589450271229534,-0.11200967337358579,-0.07777470767310236,-0.05322121592594959,-0.03589829618191964,-0.023871296238480524,-0.015651445323936728,-0.010119663177542875,-0.0064530094970241154,-0.004058728239786352,-0.0025182089520607884,-0.0015413696205628436,-0.000930831430499216,-0.0005546482982467289,-0.00032612001347594757,-0.00018922515086071623,-0.00010835487740248625,-6.123659792036931e-05,-3.415779529873819e-05,-1.8806437879844403e-05,-1.0220722567918173e-05,-5.483198598986613e-06,-2.9038923416250725e-06,-1.5182120273922978e-06,-7.835725544093215e-07,-3.991333324959726e-07,-2.0041823345979393e-07,-9.867465429315318e-08,-4.646801320889415e-08,-1.835982887943295e-08,0.0
151,0.0,-1.962116307084755e-08,-4.9583595211159506e-08,-1.0507135659680164e-07,-2.1292224449008754e-07,-4.230439669498484e-07,-8.285826566965988e-07,-1.6017376392267064e-06,-3.056735822947075e-06,-5.758991772174435e-06,-1.0711395993290335e-05,-1.9667083434815673e-05,-3.564586314010046e-05,-6.377246370482066e-05,-0.00011261347947408645,-0.00019627160372211717,-0.000337605622444443,-0.0005730867977105853,-0.0009599776614318518,-0.0015867229179660517,-0.0025876592383596575,-0.004163351587867844,-0.0066079985301891984,-0.010345342666669083,-0.015974271614115524,-0.024324668913043038,-0.03652292255528837,-0.05406466882647649,-0.07888971591035122,-0.11345060130575824,-0.16076196215122524,-0.22441309965995848,-0.30852130801203204,-0.4175995133266346,-0.5563096206670215,-0.7290740221029988,-0.9395234015950651,-1.1897705831827554,-1.479518576570484,-1.8050362547959984,-2.158066172424795,-2.5247633768254873,-2.8847975960516163,-3.2107784050041905,-3.4681774387922837,-3.615916895302605,-3.6077639403821684,-3.3946130422467675,-2.9276531870494384,-2.1623094257823663,-1.0627282918915186,0.3935411811664763,2.211117239904256,4.373112490781316,6.838730735125437,9.542587052359972,12.396078141540672,15.290943270619975,18.104926946414647,20.70920898633142,22.97703798259247,24.792823115792448,26.06083556718349,26.71266386259977,26.71266386259977,26.06083556718349,24.792823115792448,22.977037982591675,20.709208986331817,18.10492694641425,15.290943270620772,12.396078141539876,9.542587052359574,6.838730735125835,4.373112490781714,2.211117239904057,0.3935411811666753,-1.0627282918917178,-2.162309425782267,-2.927653187049339,-3.394613042246668,-3.6077639403823176,-3.6159168953025334,-3.468177438792321,-3.210778405004141,-2.8847975960516163,-2.524763376825537,-2.1580661724247454,-1.8050362547959486,-1.479518576570484,-1.189770583182656,-0.9395234015950651,-0.7290740221030982,-0.5563096206670215,-0.4175995133266346,-0.3085213080121315,-0.22441309965985898,-0.16076196215132474,-0.11345060130575824,-0.07888971591035122,-0.05406466882647649,-0.03652292255518889,-0.024324668913043038,-0.015974271614215003,-0.0103453426665696,-0.0066079985301891984,-0.004163351587867844,-0.0025876592383596575,-0.0015867229179660517,-0.0009599776614318518,-0.0005730867977105853,-0.000337605622444443,-0.00019627160372211717,-0.00011261347947408645,-6.377246370482066e-05,-3.564586314010046e-05,-1.9667083335333524e-05,-1.0711396092772486e-05,-5.758991772174435e-06,-3.056735822947075e-06,-1.6017377387088573e-06,-8.285826566965988e-07,-4.230439669498484e-07,-2.1292224449008754e-07,-1.0507135659680164e-07,-4.9583595211159506e-08,-1.962116307084755e-08,0.0
152,0.0,-2.0958999036313562e-08,-5.288302022831044e-08,-1.1183166616203385e-07,-2.2610691239692178e-07,-4.4819713346861635e-07,-8.758204627892508e-07,-1.6891945867008595e-06,-3.2164070627326283e-06,-6.046457783021681e-06,-1.1221705703020284e-05,-2.0560222745257212e-05,-3.718680664001187e-05,-6.639290503572716e-05,-0.00011700499517082351,-0.00020352316888226868,-0.00034940185806230377,-0.0005919865977983819,-0.0009897950651101709,-0.0016330318873690863,-0.002658439394690241,-0.004269780331955676,-0.006765373184728085,-0.010574080946521546,-0.016300886903160627,-0.024782546893573038,-0.03715263883810202,-0.054913488828837946,-0.08000981990221825,-0.1148954983265493,-0.16258052348604415,-0.22664068998803338,-0.3111676583297745,-0.42063330057079773,-0.5596402201525221,-0.732531584259912,-0.9428392441005468,-1.1925608091035371,-1.4812747038830119,-1.8051272996854797,-2.1557568603597606,-2.5192527457653795,-2.8752810208307835,-3.196533906225792,-3.4486740684159045,-3.5909392102670252,-3.5775424716098274,-3.3599468042290774,-2.8900073440447045,-2.1238699586137457,-1.0263965261541999,0.4242276197432817,2.2321440459955224,4.380227132378451,6.827747812788204,9.509738301932819,12.338375854093604,15.206519858627322,17.99331155371014,20.571505206500078,22.815974995291977,24.612665157539794,25.86715015984375,26.511965609095938,26.511965609095938,25.86715015984375,24.612665157539,22.815974995292375,20.57150520649928,17.99331155370974,15.206519858627322,12.338375854093604,9.509738301933217,6.8277478127874085,4.380227132378849,2.2321440459951245,0.4242276197432817,-1.0263965261541999,-2.1238699586137457,-2.8900073440447045,-3.359946804229127,-3.5775424716097777,-3.5909392102669973,-3.448674068415979,-3.196533906225767,-2.8752810208307835,-2.5192527457653298,-2.1557568603598103,-1.80512729968543,-1.4812747038830119,-1.1925608091035371,-0.9428392441005468,-0.732531584259912,-0.5596402201525221,-0.42063330057079773,-0.3111676583297745,-0.22664068998803338,-0.16258052348604415,-0.11489549832644982,-0.08000981990221825,-0.054913488828837946,-0.03715263883810202,-0.024782546893573038,-0.016300886903160627,-0.010574080946521546,-0.006765373184628603,-0.004269780331955676,-0.002658439394690241,-0.0016330318873690863,-0.0009897950651101709,-0.0005919865977983819,-0.00034940185806230377,-0.00020352316888226868,-0.00011700499517082351,-6.639290503572716e-05,-3.718680664001187e-05,-2.0560222745257212e-05,-1.1221705703020284e-05,-6.046457783021681e-06,-3.2164070627326283e-06,-1.6891945867008595e-06,-8.758204627892508e-07,-4.4819713346861635e-07,-2.2610691239692178e-07,-1.1183166616203385e-07,-5.288292074615953e-08,-2.0958999036313562e-08,0.0
153,0.0,-2.237731606186747e-08,-5.6375540100381776e-08,-1.1897299236525944e-07,-2.4000327561138123e-07,-4.7464665189592e-07,-9.253771978196641e-07,-1.7807333863090873e-06,-3.3831522793052396e-06,-6.345988591202943e-06,-1.175226391026473e-05,-2.1486793032512767e-05,-3.878202750197878e-05,-6.9099969554201e-05,-0.00012153233842437982,-0.00021098387835274723,-0.0003615141257916819,-0.0006113546857384705,-0.001020292289318588,-0.0016803066619243566,-0.0027305604360147334,-0.004378025122608928,-0.0069251416089253105,-0.010805880389849046,-0.01663128319201073,-0.025244905850616214,-0.037787397256047274,-0.05576759703184993,-0.08113490246111728,-0.11634420399512525,-0.16440050693004876,-0.22886572007341652,-0.3138055179123907,-0.4236504658545986,-0.5629438077989262,-0.7359497337690837,-0.9461019302975874,-1.1952839800074713,-1.4829514887943231,-1.8051306604019972,-2.1533582614508306,-2.51366098791092,-2.8657041368152996,-3.182264864450344,-3.4291979939635087,-3.56605611630098,-3.5474954777608287,-3.325542059815677,-2.852709048988163,-2.0858526889445175,-0.9905381352696602,0.45442555739766544,2.252714928815523,4.386975243824748,6.816549555113709,9.476886755164275,12.280937934972762,15.122669500173508,17.882600602872415,20.435036901934225,22.656453006821778,24.434303536732944,25.675444735182243,26.31334338608173,26.31334338608173,25.675444735182243,24.43430353673374,22.656453006821778,20.43503690193343,17.882600602872415,15.122669500173906,12.280937934972762,9.476886755163877,6.816549555113311,4.386975243824748,2.2527149288157218,0.45442555739766544,-0.9905381352694611,-2.085852688944816,-2.8527090489882623,-3.3255420598154775,-3.547495477760804,-3.5660561163009863,-3.429197993963521,-3.182264864450344,-2.8657041368153493,-2.5136609879108205,-2.15335826145093,-1.8051306604018977,-1.4829514887944226,-1.1952839800074713,-0.9461019302975874,-0.7359497337690837,-0.5629438077989262,-0.4236504658545986,-0.3138055179123907,-0.22886572007341652,-0.16440050693004876,-0.11634420399512525,-0.08113490246111728,-0.05576759703184993,-0.037787397256047274,-0.02524490585051673,-0.01663128319201073,-0.010805880389849046,-0.0069251416090247925,-0.004378025122608928,-0.0027305604359152513,-0.0016803066619243566,-0.001020292289318588,-0.0006113546857384705,-0.0003615141257916819,-0.00021098387835274723,-0.00012153233842437982,-6.9099969554201e-05,-3.878202750197878e-05,-2.1486793032512767e-05,-1.175226391026473e-05,-6.345988591202943e-06,-3.3831522793052396e-06,-1.7807334857912382e-06,-9.253771978196641e-07,-4.7464665189592e-07,-2.4000327561138123e-07,-1.1897299236525944e-07,-5.6375540100381776e-08,-2.237731606186747e-08,0.0
154,0.0,-2.3880192915696665e-08,-6.007080459601198e-08,-1.2651383888654805e-07,-2.546439642789651e-07,-5.02448331718421e-07,-9.773468724204504e-07,-1.87651002606402e-06,-3.5572233614710184e-06,-6.657985308750699e-06,-1.2303696357752915e-05,-2.244774823092743e-05,-4.043294931558074e-05,-7.189573016982077e-05,-0.0001261984516183329,-0.00021865779140323868,-0.0003739478493994451,-0.0006311980477643807,-0.0010514779458289788,-0.001728557280077265,-0.0028040331985259054,-0.004488096317312258,-0.00708731151722375,-0.011040742776685711,-0.016965451735587875,-0.02571172059260594,-0.038427149146932585,-0.05662691377766714,-0.08226484600113555,-0.11779655813010187,-0.16622170954671436,-0.23108795126817716,-0.316434629487001,-0.4266507628925632,-0.5662201918777658,-0.7393283905103748,-0.9493115589641039,-1.1979404443666049,-1.4845495932321382,-1.8050473550107162,-2.1508717551355168,-2.5079897952938754,-2.856068832126996,-3.167973172461686,-3.4097508496098228,-3.5412686703272134,-3.5176230959799217,-3.2913977057971135,-2.8157557163396065,-2.0482534464919677,-0.9551474576233354,0.4841418167267581,2.272837288897771,4.3933639854668,6.805141883965601,9.444036007420847,12.223764593412588,15.039388119054198,17.77278512126247,20.29978998553312,22.498453054269508,24.25771512015384,25.48569311349683,26.116769406102463,26.116769406102463,25.48569311349683,24.25771512015543,22.49845305426911,20.29978998553312,17.77278512126247,15.039388119054596,12.223764593412588,9.444036007421245,6.805141883965601,4.393363985466402,2.27283728889797,0.4841418167267581,-0.9551474576235344,-2.048253446491868,-2.815755716339507,-3.2913977057971135,-3.5176230959797974,-3.5412686703272507,-3.4097508496098228,-3.1679731724616365,-2.856068832126996,-2.5079897952938257,-2.150871755135467,-1.8050473550107162,-1.4845495932320885,-1.1979404443667043,-0.9493115589641039,-0.7393283905103748,-0.5662201918777658,-0.4266507628925632,-0.316434629487001,-0.23108795126817716,-0.16622170954671436,-0.11779655813010187,-0.08226484600113555,-0.05662691377766714,-0.038427149146932585,-0.02571172059260594,-0.016965451735587875,-0.011040742776685711,-0.007087311517124268,-0.004488096317312258,-0.0028040331985259054,-0.001728557280077265,-0.0010514779458289788,-0.0006311980477643807,-0.0003739478493994451,-0.00021865779140323868,-0.0001261984516183329,-7.189573016982077e-05,-4.043294931558074e-05,-2.244774823092743e-05,-1.2303696357752915e-05,-6.657985308750699e-06,-3.5572233614710184e-06,-1.87651002606402e-06,-9.773468724204504e-07,-5.02448331718421e-07,-2.546439642789651e-07,-1.2651383888654805e-07,-6.00709040781629e-08,-2.3880192915696665e-08,0.0
