t_idx,y=-6.00,y=-5.91,y=-5.81,y=-5.72,y=-5.62,y=-5.53,y=-5.43,y=-5.34,y=-5.24,y=-5.15,y=-5.06,y=-4.96,y=-4.87,y=-4.77,y=-4.68,y=-4.58,y=-4.49,y=-4.39,y=-4.30,y=-4.20,y=-4.11,y=-4.02,y=-3.92,y=-3.83,y=-3.73,y=-3.64,y=-3.54,y=-3.45,y=-3.35,y=-3.26,y=-3.17,y=-3.07,y=-2.98,y=-2.88,y=-2.79,y=-2.69,y=-2.60,y=-2.50,y=-2.41,y=-2.31,y=-2.22,y=-2.13,y=-2.03,y=-1.94,y=-1.84,y=-1.75,y=-1.65,y=-1.56,y=-1.46,y=-1.37,y=-1.28,y=-1.18,y=-1.09,y=-0.99,y=-0.90,y=-0.80,y=-0.71,y=-0.61,y=-0.52,y=-0.43,y=-0.33,y=-0.24,y=-0.14,y=-0.05,y=0.05,y=0.14,y=0.24,y=0.33,y=0.43,y=0.52,y=0.61,y=0.71,y=0.80,y=0.90,y=0.99,y=1.09,y=1.18,y=1.28,y=1.37,y=1.46,y=1.56,y=1.65,y=1.75,y=1.84,y=1.94,y=2.03,y=2.13,y=2.22,y=2.31,y=2.41,y=2.50,y=2.60,y=2.69,y=2.79,y=2.88,y=2.98,y=3.07,y=3.17,y=3.26,y=3.35,y=3.45,y=3.54,y=3.64,y=3.73,y=3.83,y=3.92,y=4.02,y=4.11,y=4.20,y=4.30,y=4.39,y=4.49,y=4.58,y=4.68,y=4.77,y=4.87,y=4.96,y=5.06,y=5.15,y=5.24,y=5.34,y=5.43,y=5.53,y=5.62,y=5.72,y=5.81,y=5.91,y=6.00
30,0.0,0.0,-9.948215091210675e-14,-1.989643018242135e-13,-5.968929054726405e-13,-1.890160867330028e-12,-5.9689290547264046e-12,-1.8503680069651854e-11,-5.561052235986767e-11,-1.6444399545771245e-10,-4.759226099635186e-10,-1.3480826270099585e-09,-3.739136124182444e-09,-1.0154441590051472e-08,-2.7000152132602157e-08,-7.028861631619446e-08,-1.7913860345109067e-07,-4.4694714024240576e-07,-1.0915946615816866e-06,-2.609631898834832e-06,-6.106352106281975e-06,-1.3984247039843172e-05,-3.134140845187692e-05,-6.873610533022145e-05,-0.00014750274693308687,-0.00030968662003846034,-0.0006360722240966447,-0.0012779156554782564,-0.002511046818767771,-0.0048250698118650895,-0.00906527928994048,-0.01664992993825695,-0.029889109302177353,-0.052430958376429616,-0.08985224830007986,-0.15038795662645177,-0.245752540874386,-0.39193922796474884,-0.6097918149035446,-0.9250327174338377,-1.3673192602196107,-1.9678196613975887,-2.7547969254129385,-3.746817290729542,-4.943510064785969,-6.3143240572115635,-7.786431993069864,-9.2337402922123,-10.46970278127288,-11.247084008848951,-11.267716941184373,-10.20443931665253,-7.735686217451573,-3.590778031114932,2.398870598583919,10.250007280784807,19.78836203808024,30.629285781873616,42.18565011482121,53.706675246716976,64.3461201192646,73.25254781116963,79.66940999716299,83.02969239043257,83.02969239043416,79.66940999716299,73.25254781116963,64.3461201192646,53.70667524671777,42.18565011482121,30.629285781873616,19.78836203807865,10.250007280786,2.398870598583521,-3.590778031114932,-7.735686217451374,-10.204439316652133,-11.267716941184572,-11.247084008848852,-10.469702781272854,-9.233740292212289,-7.786431993069988,-6.314324057211514,-4.943510064785969,-3.746817290729492,-2.7547969254129385,-1.9678196613976882,-1.3673192602195112,-0.9250327174339372,-0.6097918149035446,-0.39193922796474884,-0.245752540874386,-0.15038795662645177,-0.08985224830017934,-0.052430958376429616,-0.029889109302177353,-0.01664992993825695,-0.00906527928994048,-0.0048250698118650895,-0.002511046818668289,-0.0012779156555777385,-0.0006360722241961268,-0.0003096866201379425,-0.00014750274693308687,-6.873610533022145e-05,-3.134140845187692e-05,-1.3984247039843172e-05,-6.106352106281975e-06,-2.609631898834832e-06,-1.0915945620995357e-06,-4.4694714024240576e-07,-1.7913860345109067e-07,-7.028861631619446e-08,-2.7000152132602157e-08,-1.015434210790056e-08,-3.739136124182444e-09,-1.3480826270099585e-09,-4.759226099635186e-10,-1.6444399545771245e-10,-5.571000451077978e-11,-1.8503680069651854e-11,-5.9689290547264046e-12,-1.890160867330028e-12,-5.968929054726405e-13,-1.989643018242135e-13,-9.948215091210675e-14,0.0,0.0
31,0.0,0.0,-9.948215091210675e-14,-9.948215091210675e-14,-6.963750563847472e-13,-2.2880894709784554e-12,-7.0632327147595795e-12,-2.168710889883927e-11,-6.506132669651781e-11,-1.9110521190215707e-10,-5.494399194875656e-10,-1.5471464109850841e-09,-4.265794631111137e-09,-1.1517943950452807e-08,-3.0452580697855907e-08,-7.883681909761906e-08,-1.9983407426963805e-07,-4.959319523872253e-07,-1.2049328854371334e-06,-2.8659315445514274e-06,-6.672721301318857e-06,-1.52070228449036e-05,-3.3920080510526394e-05,-7.404670219841125e-05,-0.0001581803043711909,-0.0003306398367742343,-0.0006761894763565923,-0.0013528263768703406,-0.0026474091733256,-0.005066925948705102,-0.009482982413767422,-0.017351892019677642,-0.031035994577486417,-0.05425078676964292,-0.0926530357259043,-0.15456198477793104,-0.2517633382723606,-0.40027945916705593,-0.6208986086344728,-0.9391481022525916,-1.3842891997763822,-1.9868373964400012,-2.774115704645602,-3.7634829860468,-4.953191724628215,-6.311343079022849,-7.764098562351631,-9.185088482074521,-10.388664990899985,-11.130059286871479,-11.11537421731686,-10.023475558018053,-7.540161408759527,-3.402608908147931,2.550627165263149,10.331297248543699,19.763672166309107,30.46624285589147,41.860054217508626,53.20713115849467,63.67737445503193,72.43677346753198,78.74499716939312,82.04755114163738,82.04755114163738,78.74499716939471,72.43677346753118,63.67737445503193,53.20713115849387,41.860054217507034,30.466242855892265,19.763672166307515,10.331297248543699,2.550627165262751,-3.402608908147931,-7.540161408759328,-10.023475558017655,-11.115374217316761,-11.130059286871578,-10.38866499089981,-9.185088482074578,-7.764098562351656,-6.311343079022948,-4.953191724628115,-3.7634829860468497,-2.7741157046456517,-1.9868373964399018,-1.3842891997763822,-0.9391481022525916,-0.6208986086344728,-0.40027945916705593,-0.2517633382722611,-0.15456198477793104,-0.0926530357259043,-0.05425078676964292,-0.031035994577486417,-0.017351892019677642,-0.009482982413767422,-0.005066925948705102,-0.0026474091733256,-0.0013528263768703406,-0.0006761894763565923,-0.0003306398367742343,-0.0001581803043711909,-7.404670219841125e-05,-3.3920080510526394e-05,-1.5207022745421449e-05,-6.672721301318857e-06,-2.8659315445514274e-06,-1.2049328854371334e-06,-4.959319523872253e-07,-1.9983407426963805e-07,-7.883681909761906e-08,-3.045268018000682e-08,-1.1517943950452807e-08,-4.265794631111137e-09,-1.5471464109850841e-09,-5.495394016384777e-10,-1.9110521190215707e-10,-6.516080884742992e-11,-2.168710889883927e-11,-7.0632327147595795e-12,-2.2880894709784554e-12,-6.963750563847472e-13,-9.948215091210675e-14,-9.948215091210675e-14,0.0,0.0
32,0.0,0.0,-9.948215091210675e-14,-2.9844645273632026e-13,-7.95857207296854e-13,-2.686018074626882e-12,-8.356500676616966e-12,-2.546743063349933e-11,-7.600436329684956e-11,-2.2164623223217383e-10,-6.332038905555594e-10,-1.772572964951918e-09,-4.85900669700003e-09,-1.304469652050091e-08,-3.429667049125063e-08,-8.830194886400054e-08,-2.2262483815069623e-07,-5.495895406425373e-07,-1.3284352006512701e-06,-3.1437895692635814e-06,-7.283660191160929e-06,-1.6519569452786245e-05,-3.66748142891814e-05,-7.969331226761126e-05,-0.00016948143791676738,-0.0003527173595940064,-0.0007182740929055318,-0.0014310739079755135,-0.0027892483426133095,-0.005317463423896354,-0.009913939437020179,-0.018073272844752776,-0.032210043332136916,-0.05610661429855465,-0.09549846460221355,-0.15878666425162485,-0.2578242595384841,-0.40865726910463923,-0.6320116654797896,-0.9532125923346123,-1.4011196520911327,-2.0055941904690915,-2.793025306957389,-3.7795814417427795,-4.962168442260342,-6.307583209721774,-7.741028841738051,-9.135913180726641,-10.307527922854254,-11.013583192087298,-10.96441849503746,-9.84483690045661,-7.347848853235495,-3.2182890408448586,2.698368484711594,10.409079337387604,19.736791998186074,30.303165033213432,41.537305952372186,52.713790996317044,63.01829225216338,71.63379141644715,77.83575024732366,81.08185621252402,81.08185621252402,77.83575024732366,71.63379141644795,63.01829225216258,52.713790996317044,41.537305952372186,30.303165033213432,19.73679199818528,10.409079337388002,2.698368484711594,-3.2182890408448586,-7.347848853235097,-9.84483690045641,-10.96441849503756,-11.013583192087198,-10.307527922854204,-9.135913180726705,-7.741028841738051,-6.307583209721774,-4.9621684422602925,-3.7795814417428293,-2.793025306957389,-2.0055941904690915,-1.4011196520910332,-0.9532125923347118,-0.6320116654796901,-0.40865726910453976,-0.2578242595384841,-0.15878666425162485,-0.09549846460221355,-0.05610661429855465,-0.032210043332136916,-0.018073272844752776,-0.009913939437020179,-0.005317463423796872,-0.0027892483426133095,-0.0014310739079755135,-0.0007182740929055318,-0.0003527173595940064,-0.00016948143781728522,-7.969331226761126e-05,-3.66748142891814e-05,-1.6519569552268394e-05,-7.283660191160929e-06,-3.1437895692635814e-06,-1.3284352006512701e-06,-5.495895406425373e-07,-2.2262483815069623e-07,-8.830194886400054e-08,-3.429667049125063e-08,-1.3044796002651822e-08,-4.85900669700003e-09,-1.772572964951918e-09,-6.332038905555594e-10,-2.2164623223217383e-10,-7.600436329684956e-11,-2.546743063349933e-11,-8.455982827529073e-12,-2.686018074626882e-12,-8.953393582089607e-13,-2.9844645273632026e-13,-9.948215091210675e-14,0.0,0.0
33,0.0,0.0,-9.948215091210675e-14,-2.9844645273632026e-13,-9.948215091210674e-13,-3.183428829187416e-12,-9.948215091210675e-12,-2.984464527363202e-11,-8.8539114311775e-11,-2.5656446720232333e-10,-7.287067554311819e-10,-2.0276451998905597e-09,-5.526134001016618e-09,-1.4752108676605397e-08,-3.857092110518929e-08,-9.876876440791603e-08,-2.4769205209107615e-07,-6.08295649092337e-07,-1.4628608549998581e-06,-3.4446961161098074e-06,-7.9420056088236e-06,-1.7927119525146934e-05,-3.961494857527666e-05,-8.569203065553538e-05,-0.0001814328692714085,-0.0003759617847651542,-0.0007623909729142536,-0.001512752133481984,-0.0029366919614346623,-0.005576842462495768,-0.01035832977665326,-0.018814236760582193,-0.03341133977050739,-0.057998340462615136,-0.09838810294278905,-0.16306105257462628,-0.26393367115037103,-0.4170702091204537,-0.6431277411114732,-0.9672224183929244,-1.4178069502072115,-2.024087526167522,-2.811525801239092,-3.795116960348979,-4.970450251511186,-6.303061028822754,-7.71724545744632,-9.086240674858255,-10.2263169480751,-10.897673613226466,-10.814852500754597,-9.66850369952054,-7.158701912479803,-3.0377449893422486,2.8421880346180775,10.483453082782711,19.707806887376737,30.140099701421946,41.217391576757365,52.22656218265397,62.368694269860256,70.84334064974264,76.94134448627116,80.13224794843816,80.13224794843816,76.94134448626798,70.84334064974264,62.368694269858665,52.22656218265477,41.21739157675657,30.14009970142274,19.70780688737594,10.48345308278311,2.8421880346180775,-3.0377449893418507,-7.1587019124800015,-9.66850369952054,-10.814852500754597,-10.897673613226566,-10.22631694807495,-9.086240674858336,-7.71724545744627,-6.303061028822754,-4.970450251511235,-3.7951169603489294,-2.8115258012391915,-2.0240875261676217,-1.417806950207311,-0.9672224183929244,-0.6431277411114732,-0.4170702091204537,-0.2639336711504705,-0.16306105257462628,-0.09838810294278905,-0.057998340462615136,-0.03341133977050739,-0.01881423676048271,-0.01035832977665326,-0.005576842462396285,-0.0029366919614346623,-0.001512752133481984,-0.0007623909729142536,-0.0003759617847651542,-0.0001814328692714085,-8.569203065553538e-05,-3.961494857527666e-05,-1.7927119525146934e-05,-7.9420056088236e-06,-3.4446961161098074e-06,-1.4628608549998581e-06,-6.08295649092337e-07,-2.4769205209107615e-07,-9.876876440791603e-08,-3.857092110518929e-08,-1.4752108676605397e-08,-5.526134001016618e-09,-2.0276451998905597e-09,-7.287067554311819e-10,-2.5656446720232333e-10,-8.8539114311775e-11,-2.984464527363202e-11,-9.948215091210675e-12,-3.183428829187416e-12,-9.948215091210674e-13,-2.9844645273632026e-13,-9.948215091210675e-14,0.0,0.0
34,0.0,0.0,-9.948215091210675e-14,-2.9844645273632026e-13,-1.193785810945281e-12,-3.780321734660056e-12,-1.163941165671649e-11,-3.491823497014947e-11,-1.0276506189220627e-10,-2.964568097180781e-10,-8.370428177744662e-10,-2.315646026781109e-09,-6.275234597384782e-09,-1.6658385652383187e-08,-4.331711504305499e-08,-1.1032819241529918e-07,-2.7522920887430185e-07,-6.72450295465442e-07,-1.609013763744418e-06,-3.770219222752781e-06,-8.65072649961869e-06,-1.9435119809230255e-05,-4.275015144216641e-05,-9.205942810406107e-05,-0.00019406195433541848,-0.00040041646422147355,-0.0008086057579888405,-0.0015979553690346386,-0.0030898672552243708,-0.0058452212270963064,-0.010816328056272697,-0.01957493940032569,-0.03463995452810843,-0.05992584628385789,-0.10132149708086918,-0.16738418683183898,-0.270089928299784,-0.4255158398085982,-0.6542436344134643,-0.9811739004327465,-1.4343475679349131,-2.0423150703114663,-2.829617455657085,-3.8100940074090968,-4.978047241415805,-6.2977929840881774,-7.692770652697076,-9.036096597115348,-10.145056566679008,-10.782347498564333,-10.666678186998077,-9.494455993573887,-6.972674364096496,-2.8609046360432466,2.9821770851684617,10.554515205538346,19.676799308299262,29.977092046252242,40.90029662997531,51.74535359663512,61.72840529280307,70.06516671909098,76.06146373250756,79.19837641536212,79.19837641536212,76.06146373250597,70.06516671909098,61.72840529280227,51.745353596634324,40.90029662997451,29.977092046252242,19.676799308298467,10.554515205538346,2.9821770851684617,-2.8609046360428487,-6.972674364096894,-9.494455993573489,-10.666678186998375,-10.782347498564333,-10.145056566678909,-9.036096597115371,-7.692770652697101,-6.297792984088227,-4.978047241415656,-3.8100940074091465,-2.829617455657035,-2.0423150703114663,-1.4343475679348137,-0.981173900432846,-0.6542436344134643,-0.4255158398084987,-0.2700899282998835,-0.16738418683183898,-0.10132149708086918,-0.05992584628385789,-0.03463995452810843,-0.01957493940032569,-0.010816328056272697,-0.0058452212270963064,-0.0030898672551248883,-0.0015979553690346386,-0.0008086057579888405,-0.00040041646422147355,-0.00019406195433541848,-9.205942810406107e-05,-4.275015144216641e-05,-1.9435119809230255e-05,-8.65072640013654e-06,-3.770219222752781e-06,-1.609013763744418e-06,-6.724503949475929e-07,-2.7522920887430185e-07,-1.1032819241529918e-07,-4.331711504305499e-08,-1.66584851345341e-08,-6.275234597384782e-09,-2.315646026781109e-09,-8.370428177744662e-10,-2.964568097180781e-10,-1.0276506189220627e-10,-3.491823497014947e-11,-1.163941165671649e-11,-3.879803885572163e-12,-1.193785810945281e-12,-3.97928603648427e-13,-9.948215091210675e-14,0.0,0.0
35,0.0,0.0,-1.989643018242135e-13,-4.974107545605337e-13,-1.4922322636816011e-12,-4.476696791044804e-12,-1.372853682587073e-11,-4.0787681873963765e-11,-1.193785810945281e-10,-3.42019634835823e-10,-9.6000275630183e-10,-2.6404552495091373e-09,-7.115261879686611e-09,-1.8784120253073083e-08,-4.858041720136183e-08,-1.2307832228694934e-07,-3.054430324099687e-07,-7.42478964921303e-07,-1.767743404971588e-06,-4.1220082037724744e-06,-9.412927800958319e-06,-2.1049236111977105e-05,-4.609042402944616e-05,-9.88125516756043e-05,-0.0002073966769404382,-0.0004261254858657128,-0.0008569847906866108,-0.0016867782925923576,-0.003248900935591837,-0.0061227556832276365,-0.01128810396397605,-0.020355527585809996,-0.03589594469884075,-0.061888994572715975,-0.10429817229190755,-0.17175508472496495,-0.2762913763586023,-0.4339917326645249,-0.6653561888478546,-0.9950634481086325,-1.450738118330594,-2.0602746696201137,-2.8473007306087936,-3.8245172021995333,-4.9849695465983475,-6.2917953847139865,-7.667626287582538,-8.985505936190973,-10.063770429975337,-10.66762088817454,-10.519896768886765,-9.32267353434814,-6.789720413988928,-2.6876971685257804,3.1184247511941936,10.622359695332598,19.643848956027554,29.814185142729162,40.58600598493807,51.2700755571269,61.09725402642704,69.2990215404637,75.1958001528391,78.27990108720805,78.27990108720964,75.1958001528375,69.2990215404637,61.09725402642704,51.270075557126106,40.58600598493966,29.814185142728366,19.643848956027554,10.622359695333394,3.1184247511937957,-2.6876971685261783,-6.7897204139893255,-9.32267353434814,-10.519896768886666,-10.66762088817454,-10.063770429975387,-8.98550593619094,-7.667626287582587,-6.291795384713937,-4.984969546598397,-3.824517202199434,-2.8473007306087936,-2.060274669620213,-1.450738118330594,-0.9950634481086325,-0.6653561888478546,-0.4339917326645249,-0.2762913763586023,-0.17175508472496495,-0.10429817229190755,-0.061888994572715975,-0.03589594469884075,-0.020355527585809996,-0.01128810396397605,-0.0061227556832276365,-0.003248900935591837,-0.0016867782925923576,-0.0008569847906866108,-0.0004261254858657128,-0.0002073966769404382,-9.88125516756043e-05,-4.609042402944616e-05,-2.1049236111977105e-05,-9.412927800958319e-06,-4.1220082037724744e-06,-1.767743404971588e-06,-7.42478964921303e-07,-3.054430324099687e-07,-1.2307842176910026e-07,-4.858041720136183e-08,-1.8784120253073083e-08,-7.115261879686611e-09,-2.6404552495091373e-09,-9.6000275630183e-10,-3.42019634835823e-10,-1.193785810945281e-10,-4.0787681873963765e-11,-1.372853682587073e-11,-4.476696791044804e-12,-1.4922322636816011e-12,-3.97928603648427e-13,-1.989643018242135e-13,0.0,0.0
36,0.0,-9.948215091210675e-14,-1.989643018242135e-13,-5.968929054726405e-13,-1.6911965655058147e-12,-5.372036149253764e-12,-1.6016626296849186e-11,-4.755246813598703e-11,-1.3828018976782837e-10,-3.938498354610306e-10,-1.0991782854278675e-09,-3.006151636262042e-09,-8.05586561656058e-09,-2.115099958757393e-08,-5.440957383405672e-08,-1.371242071742297e-07,-3.385545720374034e-07,-8.188333064250615e-07,-1.939947505611199e-06,-4.501795142898419e-06,-1.023185392423018e-05,-2.2775355787078464e-05,-4.964610382586362e-05,-0.00010596892495208395,-0.00022146564198517664,-0.00045313365377262473,-0.0009075950743253287,-0.0017793158729998305,-0.0034139190980535033,-0.006409599468636573,-0.011773822118250472,-0.021156139238691207,-0.037179353877971465,-0.06388763020836266,-0.10731763342548353,-0.17617274562542345,-0.2825363523116637,-0.4424954716737697,-0.6764622937262683,-1.0088875609718833,-1.466975352092523,-2.077964346592641,-2.8645762717914254,-3.8383913087224264,-4.991227338078409,-6.285084395006139,-7.6418338393392835,-8.934493047037494,-9.98248136212579,-10.553508945267396,-10.374508759204295,-9.153135815952437,-6.609794707464956,-2.5180530621693933,3.2510180432189824,10.687077891647414,19.60903284252549,29.65142004245117,40.27450389702345,50.8006398054735,60.47507299521633,68.54466320531417,74.34405397402358,77.37649054474848,77.37649054474848,74.34405397402358,68.54466320531337,60.47507299521792,50.8006398054735,40.27450389702345,29.65142004245117,19.609032842526286,10.687077891647414,3.2510180432193803,-2.518053062169791,-6.609794707464757,-9.153135815952835,-10.374508759204096,-10.553508945267495,-9.982481362125716,-8.934493047037451,-7.641833839339358,-6.285084395006139,-4.991227338078459,-3.838391308722476,-2.8645762717914254,-2.077964346592641,-1.4669753520924236,-1.0088875609718833,-0.6764622937262683,-0.4424954716736702,-0.2825363523116637,-0.17617274562542345,-0.10731763342548353,-0.06388763020836266,-0.037179353877971465,-0.021156139238591724,-0.011773822118250472,-0.006409599468636573,-0.0034139190980535033,-0.0017793158729998305,-0.0009075950743253287,-0.00045313365377262473,-0.00022146564198517664,-0.00010596892495208395,-4.964610382586362e-05,-2.2775355787078464e-05,-1.0231854023712332e-05,-4.50179524238057e-06,-1.939947505611199e-06,-8.188334059072124e-07,-3.385545720374034e-07,-1.371242071742297e-07,-5.440957383405672e-08,-2.115099958757393e-08,-8.055766134409669e-09,-3.006151636262042e-09,-1.0991782854278675e-09,-3.938498354610306e-10,-1.3828018976782837e-10,-4.755246813598703e-11,-1.591714414593708e-11,-5.272553998341658e-12,-1.6911965655058147e-12,-4.974107545605337e-13,-1.989643018242135e-13,-9.948215091210675e-14,0.0
37,0.0,-9.948215091210675e-14,-1.989643018242135e-13,-6.963750563847472e-13,-1.989643018242135e-12,-6.366857658374832e-12,-1.8702644371476068e-11,-5.531207590713135e-11,-1.5986781651575556e-10,-4.528427509519099e-10,-1.2566585303217325e-09,-3.417410848132691e-09,-9.107391951701549e-09,-2.378329730070827e-08,-6.085701203467036e-08,-1.525789582827273e-07,-3.747997994185695e-07,-9.019924260155097e-07,-2.126573135739935e-06,-4.911398573849288e-06,-1.1110891938226382e-05,-2.4619592609600785e-05,-5.342786685792609e-05,-0.00011354654743802883,-0.00023629806757632092,-0.00048148646719823257,-0.0009605042310017375,-0.001875663300549015,-0.003585047118471932,-0.006705903765551999,-0.012273641940138138,-0.02197690330445042,-0.038490212217048306,-0.06592158043268122,-0.1103793655436793,-0.18063615161752097,-0.28882318615747277,-0.45102465483373033,-0.6875588853881288,-1.0226428286156914,-1.4830561558752555,-2.095382295336128,-2.881444903386347,-3.8517212269700747,-4.996830814485661,-6.277676028527528,-7.6154144030017985,-8.883081661175039,-9.901211381444346,-10.440025986628626,-10.230514002134655,-8.985822102401652,-6.432852339207239,-2.3519040625620256,3.380041917420329,10.748758562191966,19.57242538933009,29.488835857164933,39.965774050307935,50.33695948791238,59.86169844396522,67.80185579821011,73.50593323167263,76.48782218571884,76.48782218571566,73.50593323167263,67.80185579821011,59.86169844396601,50.33695948791318,39.965774050306344,29.488835857166524,19.57242538933009,10.748758562191966,3.380041917419931,-2.3519040625616277,-6.432852339207438,-8.98582210240205,-10.230514002134456,-10.440025986628626,-9.901211381444371,-8.883081661175039,-7.615414403001823,-6.277676028527528,-4.9968308144856115,-3.8517212269701244,-2.881444903386347,-2.095382295336128,-1.4830561558752555,-1.022642828615592,-0.6875588853881288,-0.4510246548338298,-0.28882318615747277,-0.18063615161752097,-0.1103793655436793,-0.06592158043258173,-0.038490212217048306,-0.02197690330445042,-0.012273641940138138,-0.006705903765651481,-0.003585047118471932,-0.001875663300549015,-0.0009605042310017375,-0.00048148646719823257,-0.00023629806757632092,-0.00011354654743802883,-5.342786685792609e-05,-2.4619592709082938e-05,-1.1110891938226382e-05,-4.911398573849288e-06,-2.126573135739935e-06,-9.019924260155097e-07,-3.747997994185695e-07,-1.525789582827273e-07,-6.085701203467036e-08,-2.3783396782859186e-08,-9.107391951701549e-09,-3.417410848132691e-09,-1.2566585303217325e-09,-4.527432688009978e-10,-1.5996729866666766e-10,-5.531207590713135e-11,-1.8702644371476068e-11,-6.366857658374832e-12,-1.989643018242135e-12,-6.963750563847472e-13,-1.989643018242135e-13,-9.948215091210675e-14,0.0
38,0.0,-9.948215091210675e-14,-2.9844645273632026e-13,-6.963750563847472e-13,-2.387571621890562e-12,-7.3616791674959e-12,-2.1886073200663486e-11,-6.426546948922096e-11,-1.8473835424378224e-10,-5.196947563648456e-10,-1.4344331340016672e-09,-3.879107510515778e-09,-1.0281679261068057e-08,-2.6706381340958704e-08,-6.797973507567537e-08,-1.6956294901504581e-07,-4.1442970802021813e-07,-9.924641800730542e-07,-2.3286185987421986e-06,-5.352724773600857e-06,-1.2053574155679358e-05,-2.6588289660968375e-05,-5.7446730972811386e-05,-0.000121563894063167,-0.0002519237766720358,-0.000511230098693757,-0.0010157804582173412,-0.001975915915849398,-0.003762409552976762,-0.007011817177426482,-0.012787717532066986,-0.02281793968603915,-0.03982853649294016,-0.06799065515706783,-0.1134828345646298,-0.18514426853336385,-0.2951502022731958,-0.4595768956133683,-0.6986429482895906,-1.036325930720804,-1.4989775505308887,-2.112526877394969,-2.8979076213627444,-3.8645119844559725,-5.001790193674351,-6.269586142692818,-7.588388692410007,-8.83129489707825,-9.819981721331413,-10.327185512175925,-10.087911705700146,-8.820711453733454,-6.258848862182465,-2.189183167704649,3.5055793244943603,10.807487978906225,19.534098516841105,29.326469838831734,39.65979960131018,49.87894913774077,59.25697024186617,67.07036922070567,72.68115352819251,75.61358194561498,75.61358194561339,72.68115352819171,67.07036922070647,59.25697024186617,49.87894913773997,39.65979960131018,29.326469838831734,19.534098516841105,10.807487978907021,3.505579324494758,-2.189183167705047,-6.2588488621818685,-8.820711453733653,-10.087911705700046,-10.327185512175825,-9.819981721331462,-8.831294897078212,-7.588388692410106,-6.269586142692669,-5.001790193674301,-3.864511984455923,-2.897907621362794,-2.1125268773950685,-1.4989775505308887,-1.036325930720804,-0.6986429482895906,-0.4595768956133683,-0.29515020227309635,-0.18514426853336385,-0.1134828345646298,-0.06799065515706783,-0.03982853649294016,-0.02281793968603915,-0.012787717532066986,-0.007011817177426482,-0.003762409552976762,-0.0019759159159488805,-0.0010157804582173412,-0.000511230098693757,-0.0002519237766720358,-0.000121563894063167,-5.7446730972811386e-05,-2.6588289660968375e-05,-1.2053574155679358e-05,-5.3527246741187065e-06,-2.3286185987421986e-06,-9.924641800730542e-07,-4.1442970802021813e-07,-1.6956294901504581e-07,-6.797963559352446e-08,-2.6706381340958704e-08,-1.0281679261068057e-08,-3.879107510515778e-09,-1.4344331340016672e-09,-5.196947563648456e-10,-1.8473835424378224e-10,-6.426546948922096e-11,-2.178659104975138e-11,-7.3616791674959e-12,-2.387571621890562e-12,-6.963750563847472e-13,-2.9844645273632026e-13,-9.948215091210675e-14,0.0
39,0.0,-9.948215091210675e-14,-1.989643018242135e-13,-9.948215091210674e-13,-2.785500225538989e-12,-8.55546497844118e-12,-2.5566912784411436e-11,-7.441264888225584e-11,-2.1279232080099633e-10,-5.956991196616953e-10,-1.634690703787738e-09,-4.396812623862382e-09,-1.1591063331373205e-08,-2.994870360348609e-08,-7.583822810482634e-08,-1.8820620254242736e-07,-4.5771170586400117e-07,-1.0907863691055257e-06,-2.547135520435281e-06,-5.827771045296991e-06,-1.3063582410994366e-05,-2.868802221394577e-05,-6.171405752956442e-05,-0.00013003991319278266,-0.00026837318852649864,-0.0005424113704288643,-0.0010734924856036691,-0.002080169139394635,-0.003946130037189289,-0.007327485608363909,-0.013316197564640041,-0.0236793591882688,-0.04119433019080522,-0.07009464728097349,-0.11662748791184285,-0.18969604697652986,-0.3015157207465277,-0.46814982434904256,-0.7097115160047273,-1.049933637007571,-1.5147366892832657,-2.1293966175830676,-2.9139655869036396,-3.8767687280091723,-5.006115704723548,-6.26083043379384,-7.560777041550042,-8.779155270620668,-9.738812850835807,-10.215000233657257,-9.94670047294793,-8.65778275076981,-6.087740295554358,-2.029824610081397,3.627711257472923,10.863349991607986,19.494121730351598,29.164357456303534,39.356563220387514,49.42652465726317,58.66073178939297,66.34997902117672,71.86943779943005,74.75346402874263,74.75346402874342,71.86943779942925,66.34997902117672,58.660731789393765,49.42652465726317,39.35656322038672,29.164357456303534,19.494121730350802,10.863349991607986,3.627711257472525,-2.029824610081795,-6.087740295554159,-8.65778275076981,-9.94670047294793,-10.215000233657257,-9.738812850835682,-8.779155270620747,-7.5607770415500175,-6.26083043379384,-5.0061157047234985,-3.876768728009222,-2.9139655869036893,-2.1293966175830676,-1.5147366892833651,-1.049933637007571,-0.7097115160047273,-0.46814982434904256,-0.3015157207465277,-0.18969604697643036,-0.11662748791184285,-0.07009464728097349,-0.04119433019080522,-0.0236793591882688,-0.013316197564640041,-0.007327485608363909,-0.003946130037189289,-0.002080169139394635,-0.0010734924856036691,-0.0005424113704288643,-0.00026837318852649864,-0.00013003991319278266,-6.171405752956442e-05,-2.868802221394577e-05,-1.3063582410994366e-05,-5.827771045296991e-06,-2.547135520435281e-06,-1.0907863691055257e-06,-4.5771170586400117e-07,-1.8820620254242736e-07,-7.583822810482634e-08,-2.994870360348609e-08,-1.1591063331373205e-08,-4.396812623862382e-09,-1.634690703787738e-09,-5.956991196616953e-10,-2.1279232080099633e-10,-7.451213103316796e-11,-2.5566912784411436e-11,-8.654947129353288e-12,-2.785500225538989e-12,-9.948215091210674e-13,-2.9844645273632026e-13,-9.948215091210675e-14,0.0
