epoch,K_D,soi_scale,objective,cross_entropy,reconstruction_rmse,brier_score,calibration_error,bounded_closure_penalty,status,obstruction
34,2.123765730858,2.560000038147,0.3274731275796624,0.25147148966789246,0.24332928657531738,0.03454446792602539,0.20214280486106873,0.0803864616142323,evaluated,
34,2.123765730858,3.200000047684,0.32753578298559116,0.2515336871147156,0.24334076543649039,0.0345810130238533,0.2021329700946808,0.08010773523168266,evaluated,
34,2.123765730858,4.0,0.3275969359504915,0.25159353017807007,0.2433521548906962,0.03461258113384247,0.20212984085083008,0.07988084469108063,evaluated,
35,1.529111309052,2.559999942779541,0.3051457070729508,0.2310628890991211,0.24022397895654043,0.030109724029898643,0.18815311789512634,0.08040974684741962,evaluated,
35,2.123765707016,2.559999942779541,0.30507737414590624,0.23099566996097565,0.2402252902587255,0.030089478939771652,0.18812644481658936,0.08050557427212905,evaluated,
35,2.973271989822,2.559999942779541,0.3050261396381644,0.23094519972801208,0.24022642771402994,0.030073728412389755,0.18810740113258362,0.08057950418883303,evaluated,
35,2.973271989822,2.047999954224,0.30489851958975217,0.2308189868927002,0.24022210637728372,0.03001725859940052,0.1880892515182495,0.08089088334392427,evaluated,
35,2.973271989822,2.55999994278,0.3050261396381644,0.23094519972801208,0.24022642771402994,0.030073728412389755,0.18810740113258362,0.08057950418883303,evaluated,
35,2.973271989822,3.199999928474,0.3051483962051988,0.2310655117034912,0.2402334213256836,0.030123494565486908,0.18813151121139526,0.08028020765840996,evaluated,
36,2.140755901337,2.047999858856201,0.2739596797198016,0.20239776372909546,0.23624999821186066,0.02407226338982582,0.16913646459579468,0.08176834344843317,evaluated,
36,2.97327208519,2.047999858856201,0.27393254706842224,0.20237058401107788,0.23624974489212036,0.0240635946393013,0.16912522912025452,0.08184529571856913,evaluated,
36,4.0,2.047999858856201,0.27391541650176165,0.202353373169899,0.236249640583992,0.0240577831864357,0.1691187024116516,0.08189598733192567,evaluated,
36,4.0,1.638399887085,0.273910172253385,0.20234370231628418,0.23624811073144278,0.024035288020968437,0.16914576292037964,0.08218126530621729,evaluated,
36,4.0,2.047999858856,0.27391541650176165,0.202353373169899,0.236249640583992,0.0240577831864357,0.1691187024116516,0.08189598733192567,evaluated,
36,4.0,2.55999982357,0.2739406819809993,0.20238205790519714,0.2362553874651591,0.024080436676740646,0.16910892724990845,0.08156435896714641,evaluated,
37,2.88,1.6383998394012451,0.24211957683060803,0.17210538685321808,0.23664877812067667,0.018139123916625977,0.14743724465370178,0.08331104114365528,evaluated,
37,4.0,1.6383998394012451,0.24208847969014835,0.17207373678684235,0.23665403326352438,0.01813056506216526,0.1474190652370453,0.08336124096780521,evaluated,
37,4.0,1.310719871521,0.24206665242937547,0.1720418632030487,0.2366859664519628,0.01810734160244465,0.14741817116737366,0.08358274473614499,evaluated,
37,4.0,1.638399839401,0.24208847969014835,0.17207373678684235,0.23665403326352438,0.01813056506216526,0.1474190652370453,0.08336124096780521,evaluated,
37,4.0,2.047999799252,0.24213746228306693,0.17213144898414612,0.2366293172041575,0.018156100064516068,0.14744016528129578,0.08305328636825197,evaluated,
38,2.88,1.3107198476791382,0.21363884419223628,0.14448502659797668,0.23906845847765604,0.01324568409472704,0.12700682878494263,0.08558965630628873,evaluated,
38,4.0,1.3107198476791382,0.21364754389493623,0.14449042081832886,0.23907763759295145,0.013246051967144012,0.1270119547843933,0.08562553712177244,evaluated,
38,2.88,1.048575878143,0.21376932220038233,0.14459584653377533,0.2391109565893809,0.01326070073992014,0.12709438800811768,0.08574735224319492,evaluated,
38,2.88,1.310719847679,0.21363884419223628,0.14448502659797668,0.23906845847765604,0.01324568409472704,0.12700682878494263,0.08558965630628873,evaluated,
38,2.88,1.638399809599,0.2135336022920458,0.14439913630485535,0.2390291690826416,0.013234150595963001,0.1269381046295166,0.08534267127289599,evaluated,
39,2.073600082397,1.6383998394012451,0.19265720009054,0.12422798573970795,0.24051156640052795,0.01009241584688425,0.11110502481460571,0.086841496264067,evaluated,
39,2.880000114441,1.6383998394012451,0.19265593489605948,0.12422394752502441,0.24051688114802042,0.010092021897435188,0.11110237240791321,0.08692231369454008,evaluated,
39,4.0,1.6383998394012451,0.19265606440569036,0.12422199547290802,0.24052108327547708,0.010091772302985191,0.11110140383243561,0.08697753459963825,evaluated,
39,2.880000114441,1.310719871521,0.19278014440326371,0.12433229386806488,0.24053596953550974,0.010110557079315186,0.11118745803833008,0.08717147707366961,evaluated,
39,2.880000114441,1.638399839401,0.19265593489605948,0.12422394752502441,0.24051688114802042,0.010092021897435188,0.11110237240791321,0.08692231369454008,evaluated,
39,2.880000114441,2.047999799252,0.19256521487837536,0.12414886057376862,0.24050008753935495,0.010079242289066315,0.11104267835617065,0.0865637136526411,evaluated,
